"Status";"Gas Day Start";"Gas in storage (TWh)";"Full (%)";"Trend (%)";"Consumption (TWh)";"Stock/Cons (%)";"Injection (GWh/d)";"Withdrawal (GWh/d)";"Working gas volume (TWh)";"Injection capacity (GWh/d)";"Withdrawal capacity (GWh/d)"
"E";"2017-03-29";"70.8289";"28.2";"0.18";"877";"8.08";"506.16";"43.6";"251.1893";"3897.04";"6664.91"
"E";"2017-03-28";"70.3651";"28.01";"0.14";"877";"8.02";"414.61";"52.9";"251.1893";"3897.04";"6664.91"
"E";"2017-03-27";"69.8963";"27.83";"0.11";"877";"7.97";"347.88";"84.1";"251.1893";"3910.85";"6664.91"
"E";"2017-03-26";"69.802";"27.79";"0.21";"877";"7.96";"559.63";"31.8";"251.1818";"3910.76";"6664.75"
"E";"2017-03-25";"69.2653";"27.58";"0.2";"877";"7.9";"530.7";"38.8";"251.1818";"3784.75";"6454.33"
"E";"2017-03-24";"68.763";"27.38";"0.08";"877";"7.84";"295.71";"89.9";"251.1818";"3910.76";"6664.75"
"E";"2017-03-23";"68.5539";"27.29";"-0.01";"877";"7.82";"112.49";"130.3";"251.1818";"3910.76";"6664.75"
"E";"2017-03-22";"68.5679";"27.3";"-0.05";"877";"7.82";"139.45";"252.9";"251.1818";"3910.76";"6664.75"
"E";"2017-03-21";"68.6702";"27.34";"0.07";"877";"7.83";"343.07";"156.5";"251.1818";"3910.76";"6664.75"
"E";"2017-03-20";"67.8891";"27.03";"0.09";"877";"7.74";"310.55";"84.8";"251.1715";"3910.44";"6664.1"
"E";"2017-03-19";"68.2724";"27.18";"0.2";"877";"7.78";"589.85";"86";"251.2042";"3911.06";"6665.22"
"E";"2017-03-18";"67.7533";"26.97";"0.18";"877";"7.73";"558.44";"100.5";"251.2042";"3911.06";"6665.22"
"E";"2017-03-17";"67.2881";"26.79";"0.03";"877";"7.67";"227.77";"144.2";"251.2042";"3911.06";"6665.22"
"E";"2017-03-16";"67.2184";"26.76";"0.04";"877";"7.66";"195.73";"98.1";"251.2042";"3911.06";"6665.22"
"E";"2017-03-15";"67.1605";"26.66";"-0.01";"877";"7.66";"137.01";"162.6";"251.8923";"3915.28";"6681.74"
"E";"2017-03-14";"67.1837";"26.67";"-0.03";"877";"7.66";"99.73";"179.7";"251.8923";"3915.32";"6681.74"
"E";"2017-03-13";"67.2603";"26.7";"-0.1";"877";"7.67";"69.33";"309.7";"251.8923";"3915.4";"6681.74"
"E";"2017-03-12";"67.5204";"26.8";"0.05";"877";"7.7";"305.29";"179.2";"251.8997";"3915.55";"6681.92"
"E";"2017-03-11";"67.3749";"26.75";"0.05";"877";"7.68";"268.5";"140.4";"251.8997";"3915.6";"6681.92"
"E";"2017-03-10";"67.2521";"26.7";"-0.08";"877";"7.67";"90.66";"300.7";"251.8997";"3915.63";"6681.92"
"E";"2017-03-09";"67.4593";"26.78";"-0.12";"877";"7.69";"13.24";"320";"251.8997";"3915.68";"6681.92"
"E";"2017-03-08";"67.7514";"26.9";"-0.22";"877";"7.73";"11.82";"568.2";"251.8997";"3915.75";"6681.92"
"E";"2017-03-07";"68.3251";"27.12";"-0.25";"877";"7.79";"11.67";"634.5";"251.8997";"3915.83";"6681.92"
"E";"2017-03-06";"68.9425";"27.37";"-0.17";"877";"7.86";"18.17";"451.4";"251.8997";"3915.9";"6681.92"
"E";"2017-03-05";"69.3809";"27.54";"-0.02";"877";"7.91";"119.59";"179.2";"251.8897";"3915.81";"6681.7"
"E";"2017-03-04";"69.4418";"27.57";"-0.02";"877";"7.92";"116.45";"156.6";"251.8897";"3915.83";"6681.7"
"E";"2017-03-03";"69.4589";"27.58";"-0.19";"877";"7.92";"26.95";"496.6";"251.8897";"3915.85";"6681.7"
"E";"2017-03-02";"69.9338";"27.76";"-0.21";"877";"7.97";"12.96";"548.9";"251.8897";"3915.9";"6681.7"
"E";"2017-03-01";"70.4788";"27.98";"-0.22";"877";"8.04";"20.63";"570.4";"251.8897";"3915.96";"6681.7"
"E";"2017-02-28";"71.0268";"28.2";"-0.23";"877";"8.1";"21.88";"593.2";"251.8897";"3916.01";"6681.7"
"E";"2017-02-27";"71.63";"28.44";"-0.16";"877";"8.17";"47.86";"442.6";"251.8897";"3916.03";"6681.7"
"E";"2017-02-26";"72.0137";"28.59";"-0.15";"877";"8.21";"88.57";"476.4";"251.8838";"3915.98";"6681.57"
"E";"2017-02-25";"72.4091";"28.75";"-0.21";"877";"8.26";"56.14";"595";"251.8838";"3916";"6681.57"
"E";"2017-02-24";"72.951";"28.96";"-0.32";"877";"8.32";"24.05";"820.2";"251.8838";"3916.03";"6681.57"
"E";"2017-02-23";"73.7313";"29.27";"-0.21";"877";"8.41";"26.18";"544.7";"251.8838";"3916.05";"6681.57"
"E";"2017-02-22";"74.2618";"29.48";"-0.18";"877";"8.47";"132.85";"587.7";"251.8838";"3916.07";"6681.57"
"E";"2017-02-21";"74.7253";"29.67";"-0.18";"877";"8.52";"149.99";"615.1";"251.8838";"3916.1";"6681.57"
"E";"2017-02-20";"75.1829";"29.85";"-0.27";"877";"8.57";"64.32";"743.6";"251.8838";"3916.12";"6681.57"
"E";"2017-02-19";"75.8592";"30.12";"-0.22";"877";"8.65";"121.18";"679.5";"251.8816";"3916.13";"6681.52"
"E";"2017-02-18";"76.4241";"30.34";"-0.23";"877";"8.71";"99.59";"681.1";"251.8816";"3916.17";"6681.52"
"E";"2017-02-17";"77.0035";"30.57";"-0.41";"877";"8.78";"22.92";"1067.4";"251.8816";"3916.2";"6681.52"
"E";"2017-02-16";"78.0424";"30.98";"-0.39";"877";"8.9";"19.84";"994.6";"251.8816";"3916.26";"6681.52"
"E";"2017-02-15";"79.0157";"31.37";"-0.49";"877";"9.01";"54.23";"1300.2";"251.8816";"3916.37";"6681.52"
"E";"2017-02-14";"79.7404";"31.66";"-0.62";"877";"9.09";"38.77";"1592.7";"251.8816";"3916.49";"6681.52"
